order_id,order_date,product_id,quantity
SO707821,2023-12-06,1018,5
SO942431,2025-03-18,1017,2
SO613897,2025-09-19,1005,5
SO140669,2024-11-19,1007,3
SO438232,2025-05-31,1019,2
SO734105,2023-03-20,1008,4
SO645476,2023-12-22,1014,7
SO446303,2023-05-05,1013,3
SO363761,2025-03-04,1003,1
SO749445,2025-09-05,1007,2
SO979441,2024-04-17,1006,4
SO593526,2025-05-13,1017,5
SO302023,2024-07-02,1020,3
SO930226,2025-08-09,1010,2
SO454434,2023-04-21,1018,4
SO850852,2024-01-03,1009,5
SO707831,2023-02-19,1005,3
SO917968,2025-09-12,1007,5
SO542502,2024-09-26,1003,5
SO619992,2025-05-02,1017,3
SO136145,2023-10-14,1015,6
SO455415,2025-02-08,1001,4
SO789910,2025-09-10,1003,3
SO115158,2025-12-21,1006,6
SO165258,2025-01-23,1012,3
SO229928,2025-10-14,1006,4
SO294649,2023-07-10,1020,1
SO786101,2023-11-20,1014,6
SO303931,2024-02-27,1018,2
SO455611,2023-12-31,1011,3
SO933331,2025-01-20,1002,2
SO926577,2025-03-24,1004,4
SO364901,2023-02-19,1020,2
SO552437,2023-09-13,1009,5
SO419212,2025-03-26,1001,1
SO956694,2023-08-17,1010,1
SO555832,2024-09-22,1017,2
SO409945,2025-08-23,1001,5
SO767810,2023-05-02,1014,5
SO203902,2025-12-14,1010,3
SO426839,2023-08-03,1012,1
SO925771,2024-03-29,1004,3
SO272693,2024-07-09,1011,5
SO248409,2023-09-08,1013,5
SO848580,2023-05-27,1005,4
SO294830,2025-07-17,1008,3
SO699043,2023-12-25,1004,4
SO407215,2023-01-11,1008,4
SO768105,2023-04-30,1019,5
SO177606,2023-04-04,1004,1
SO407164,2024-02-23,1001,5
SO580669,2025-11-27,1002,5
SO816940,2025-05-30,1013,4
SO195521,2024-12-31,1011,5
SO519513,2025-04-08,1011,5
SO780002,2024-01-27,1003,1
SO779546,2025-11-20,1010,3
SO999534,2023-10-01,1014,4
SO436727,2023-01-02,1002,1
SO402221,2023-09-18,1012,4
SO777241,2025-07-09,1019,4
SO872093,2023-08-04,1001,3
SO726961,2024-08-31,1018,2
SO439621,2023-05-13,1001,4
SO581722,2025-05-13,1015,2
SO528699,2023-10-22,1010,6
SO692699,2024-10-06,1014,6
SO469274,2025-09-29,1003,5
SO607523,2025-05-13,1017,1
SO785279,2024-12-06,1019,3
SO792056,2023-04-13,1011,5
SO332718,2024-12-15,1020,4
SO495656,2023-07-26,1002,4
SO748068,2024-12-24,1006,3
SO834909,2023-04-05,1005,3
SO395609,2023-07-10,1004,4
SO241915,2024-08-10,1005,5
SO628373,2023-03-05,1014,4
SO725001,2025-09-15,1020,2
SO431284,2024-03-03,1007,2
SO114014,2025-01-26,1020,2
SO508168,2024-03-06,1016,3
SO273138,2023-08-15,1012,5
SO894428,2025-10-08,1003,3
SO907314,2023-07-04,1012,2
SO664896,2025-09-23,1019,2
SO921727,2024-10-18,1006,3
SO594062,2023-02-27,1008,1
SO231601,2025-12-27,1020,5
SO270988,2024-10-26,1019,3
SO482654,2023-07-31,1013,5
SO608692,2023-11-20,1011,3
SO359891,2023-08-13,1004,5
SO453087,2023-02-15,1009,5
SO950990,2025-02-02,1019,3
SO133240,2025-01-26,1006,5
SO771596,2025-01-02,1012,2
SO926096,2024-02-19,1008,4
SO873828,2024-07-29,1014,5
SO663956,2023-09-25,1016,2
SO419926,2024-09-14,1016,4
SO300276,2025-11-02,1016,5
SO829808,2025-09-09,1017,5
SO983487,2023-04-03,1004,1
SO757564,2025-10-14,1013,4
SO521993,2023-09-12,1010,5
SO151970,2025-11-06,1019,5
SO415074,2023-09-13,1002,3
SO326452,2025-02-06,1009,5
SO738196,2023-06-14,1020,5
SO876315,2023-09-11,1004,4
SO954592,2024-07-10,1009,2
SO622885,2023-08-02,1014,1
SO287404,2024-07-03,1019,5
SO793934,2025-07-31,1009,2
SO469534,2023-12-16,1018,7
SO667852,2025-07-22,1008,5
SO258589,2025-10-25,1006,6
SO560543,2025-07-23,1006,2
SO509399,2024-07-30,1001,4
SO628426,2024-03-15,1003,3
SO474168,2023-06-21,1003,2
SO954621,2023-10-11,1008,4
SO482773,2024-05-15,1005,2
SO830887,2025-10-22,1003,5
SO442673,2025-11-24,1012,2
SO712213,2023-11-10,1020,2
SO156944,2024-12-12,1016,3
SO783491,2025-05-22,1016,5
SO669138,2025-03-22,1012,1
SO945939,2024-12-28,1013,4
SO798538,2024-01-14,1006,1
SO775757,2025-02-27,1013,4
SO263788,2024-03-19,1017,5
SO541133,2023-04-06,1017,4
SO556737,2024-05-17,1020,3
SO906842,2025-05-02,1007,1
SO425743,2025-03-16,1011,5
SO959901,2024-10-26,1011,4
SO817042,2025-03-24,1010,1
SO451921,2025-10-02,1014,4
SO480572,2024-01-05,1003,5
SO293641,2025-06-09,1014,4
SO103194,2024-10-15,1010,5
SO160669,2023-08-26,1008,1
SO891413,2025-05-27,1006,3
SO534892,2023-11-04,1011,5
SO841217,2024-11-29,1007,3
SO245273,2025-12-18,1007,5
SO680818,2024-07-31,1007,4
SO114126,2024-04-07,1011,1
SO253478,2024-01-21,1008,2
SO415151,2023-05-05,1013,5
SO914919,2023-05-17,1007,4
SO209537,2023-09-18,1006,5
SO100767,2025-09-12,1019,3
SO618553,2023-05-11,1009,5
SO370675,2023-10-25,1006,6
SO294147,2023-08-23,1018,2
SO904368,2023-02-17,1017,4
SO766392,2023-09-11,1007,1
SO345089,2023-06-10,1004,2
SO240156,2025-07-21,1016,1
SO615696,2024-06-17,1009,2
SO706293,2023-01-03,1017,1
SO446864,2024-04-22,1019,2
SO303497,2025-05-19,1020,5
SO108762,2023-08-02,1009,3
SO769138,2024-03-04,1016,3
SO827059,2024-04-10,1016,1
SO618445,2024-07-26,1020,5
SO501964,2024-01-11,1017,2
SO147543,2024-06-06,1015,4
SO227105,2023-08-07,1015,3
SO732977,2023-04-23,1009,3
SO892397,2023-02-04,1018,5
SO728156,2024-01-19,1015,1
SO823042,2024-11-11,1010,6
SO435209,2023-04-16,1005,5
SO640852,2025-05-22,1013,1
SO860537,2023-04-02,1007,1
SO848465,2023-10-10,1007,3
SO967394,2023-01-23,1002,2
SO980455,2023-12-07,1019,6
SO917502,2023-01-30,1012,5
SO598042,2023-01-14,1014,4
SO209153,2023-04-11,1014,1
SO709635,2023-09-14,1007,4
SO736210,2023-11-13,1007,3
SO559635,2023-02-17,1008,4
SO462766,2023-11-26,1015,6
SO589368,2023-09-21,1005,1
SO960656,2024-09-19,1012,4
SO454750,2023-05-18,1010,3
SO331823,2024-10-20,1006,5
SO202341,2025-09-04,1001,2
SO810236,2023-12-18,1006,3
SO582333,2024-10-06,1007,3
SO238179,2024-02-18,1007,3
SO723079,2025-04-01,1020,1
SO253490,2024-12-20,1017,4
SO913804,2025-02-28,1004,4
SO673213,2024-12-30,1011,2
SO201441,2023-01-23,1001,2
SO204899,2023-04-08,1020,4
SO625066,2025-01-12,1006,1
SO600978,2025-08-29,1004,4
SO579971,2025-07-23,1013,3
SO798606,2025-11-17,1016,3
SO138788,2023-11-22,1016,5
SO812451,2023-03-03,1015,4
SO615866,2025-02-04,1004,2
SO874499,2024-01-02,1013,3
SO571022,2023-03-08,1011,2
SO566778,2024-09-26,1019,2
SO862941,2024-09-27,1013,1
SO546149,2025-12-25,1006,3
SO754776,2025-11-07,1008,5
SO588630,2025-08-02,1014,1
SO847299,2025-02-03,1004,3
SO383914,2024-07-30,1011,3
SO152288,2024-06-09,1004,5
SO961683,2024-07-01,1003,4
SO216099,2025-11-24,1009,6
SO664872,2024-08-21,1012,1
SO695485,2025-12-13,1019,2
SO202782,2023-01-02,1003,3
SO602276,2023-12-20,1016,3
SO327058,2024-10-19,1001,2
SO407638,2024-02-22,1017,5
SO116237,2024-07-10,1018,3
SO997545,2023-01-05,1006,1
SO163416,2023-06-05,1002,1
SO739585,2023-09-14,1015,4
SO657283,2025-12-09,1017,4
SO474462,2024-11-25,1018,2
SO961797,2024-06-27,1001,4
SO552883,2023-07-20,1002,2
SO337647,2024-01-20,1017,2
SO718823,2025-07-30,1018,2
SO815232,2023-02-14,1003,4
SO524095,2023-03-24,1016,2
SO755232,2023-07-22,1013,1
SO312905,2024-07-22,1020,3
SO867093,2023-09-21,1010,2
SO128042,2025-07-05,1007,2
SO477364,2024-02-23,1014,5
SO314493,2025-10-23,1014,5
SO322000,2025-11-18,1015,3
SO828280,2024-03-12,1014,3
SO961888,2025-09-24,1003,1
SO340271,2023-07-13,1009,3
SO586415,2025-09-06,1020,2
SO117356,2025-01-16,1019,1
SO832791,2025-07-05,1018,5
SO341553,2025-09-22,1013,5
SO757267,2025-09-08,1017,4
SO550696,2023-10-30,1006,3
SO513523,2025-01-17,1007,4
SO402862,2024-01-07,1015,2
SO815844,2024-01-06,1013,5
SO242237,2025-03-14,1013,4
SO495750,2024-04-21,1007,3
SO876654,2025-07-19,1009,3
SO554953,2025-01-12,1003,2
SO398196,2025-11-29,1013,7
SO160005,2023-06-22,1005,3
SO599205,2024-04-26,1013,2
SO200134,2024-04-22,1005,4
SO758718,2023-05-13,1002,3
SO584714,2025-02-03,1006,2
SO793328,2025-07-21,1012,4
SO402967,2025-03-18,1015,4
SO367686,2023-10-14,1018,4
SO335908,2025-12-09,1001,3
SO441956,2025-03-06,1006,5
SO619047,2025-02-12,1002,4
SO329093,2024-08-26,1004,1
SO429157,2024-05-02,1010,2
SO693598,2024-04-13,1001,1
SO701887,2025-02-21,1017,2
SO356160,2024-10-14,1020,7
SO222699,2025-10-14,1011,3
SO406249,2025-02-19,1007,5
SO792793,2025-07-10,1009,5
SO918553,2025-10-20,1006,6
SO604537,2023-04-26,1014,5
SO209048,2025-10-19,1016,4
SO513026,2024-01-27,1019,2
SO371847,2024-08-08,1012,4
SO259116,2023-10-12,1005,4
SO477490,2023-06-06,1012,4
SO757421,2024-02-24,1020,3
SO599432,2024-03-27,1009,1
SO308078,2023-08-02,1017,5
SO774010,2025-11-28,1018,5
SO103145,2025-06-13,1015,4
SO471208,2025-12-28,1013,5
SO829133,2024-09-30,1006,5
SO387172,2024-09-24,1011,2
SO316177,2025-03-14,1003,1
SO810897,2023-12-04,1004,4
SO896302,2025-03-01,1002,1
SO842733,2023-09-14,1002,2
SO383761,2025-07-25,1010,4
SO412388,2025-05-24,1015,4
SO500210,2024-09-03,1004,4
SO814303,2025-10-01,1008,5
SO624451,2024-12-04,1008,3
SO523994,2025-11-13,1005,7
SO694950,2025-09-23,1006,3
SO686736,2023-10-24,1003,4
SO362269,2024-02-05,1002,1
SO209403,2023-04-28,1019,2
SO322390,2025-09-28,1012,2
SO355275,2025-02-26,1020,5
SO747347,2025-10-08,1012,3
SO657382,2024-01-19,1017,3
SO372954,2024-02-12,1001,4
SO440839,2025-12-10,1020,6
SO395995,2025-11-07,1004,2
SO664971,2025-06-27,1018,2
SO397086,2023-01-17,1001,4
SO302025,2023-12-13,1020,4
SO928157,2023-03-06,1005,4
SO281691,2024-03-01,1004,3
SO354168,2023-02-15,1015,3
SO137501,2025-06-21,1005,1
SO430057,2023-03-21,1007,1
SO307300,2023-09-24,1017,5
SO920259,2025-06-16,1018,1
SO916334,2023-10-15,1019,5
SO391914,2024-06-05,1005,5
SO266283,2025-01-22,1002,1
SO472198,2025-06-06,1019,3
SO630106,2023-09-12,1007,3
SO645387,2025-02-13,1008,2
SO397136,2023-04-02,1001,1
SO743667,2023-10-09,1006,2
SO772012,2024-10-19,1019,3
SO406099,2024-04-11,1003,1
SO703036,2023-07-01,1013,1
SO747614,2024-11-27,1001,2
SO523719,2023-10-23,1010,4
SO485836,2024-03-07,1011,2
SO335639,2025-04-06,1001,4
SO505987,2025-05-16,1015,1
SO641184,2025-11-25,1013,6
SO889042,2024-10-07,1014,4
SO267395,2024-08-31,1001,3
SO347430,2025-11-06,1019,3
SO250510,2024-10-01,1001,2
SO169548,2023-07-20,1011,1
SO859023,2023-02-12,1010,2
SO878913,2023-06-08,1009,5
SO342612,2024-12-14,1015,5
SO600514,2025-10-23,1016,5
SO167978,2025-05-10,1002,1
SO938335,2024-06-04,1013,1
SO810702,2024-09-18,1008,1
SO717816,2023-11-24,1003,3
SO695766,2025-01-02,1019,1
SO181905,2023-11-17,1009,5
SO444832,2023-08-29,1002,2
SO160577,2023-05-31,1006,1
SO253030,2023-12-20,1015,4
SO745726,2023-04-22,1020,1
SO449932,2023-12-01,1007,3
SO610888,2024-04-07,1005,3
SO945759,2025-04-25,1002,2
SO369312,2025-05-18,1015,3
SO913246,2025-05-30,1015,3
SO220510,2024-09-14,1002,1
SO264297,2023-12-29,1002,3
SO338012,2023-12-09,1006,3
SO225168,2024-05-17,1015,2
SO162610,2023-06-20,1009,1
SO230521,2023-04-07,1007,3
SO266338,2024-08-31,1008,2
SO785244,2024-09-25,1012,3
SO664195,2025-09-20,1011,4
SO292179,2025-01-17,1001,4
SO660266,2024-11-02,1003,4
SO283609,2023-11-22,1015,6
SO187138,2025-02-11,1020,5
SO806891,2025-11-11,1014,3
SO998109,2024-09-18,1002,5
SO170664,2023-03-06,1005,1
SO480440,2023-09-23,1008,5
SO526774,2023-03-25,1014,3
SO919412,2025-12-14,1012,6
SO625119,2025-07-24,1012,4
SO302937,2023-12-19,1010,7
SO377944,2025-07-09,1015,4
SO518167,2023-10-05,1003,5
SO522101,2025-02-01,1015,4
SO857467,2025-07-21,1003,3
SO765903,2024-09-30,1018,3
SO152831,2025-01-08,1020,4
SO453062,2025-11-14,1009,2
SO737141,2023-10-23,1017,5
SO379176,2024-09-09,1011,5
SO943346,2023-03-13,1006,2
SO369151,2024-02-14,1019,2
SO294577,2025-10-28,1008,6
SO359469,2024-05-04,1003,3
SO290008,2025-02-26,1007,5
SO344801,2023-09-08,1014,1
SO797034,2024-07-15,1004,2
SO582901,2023-01-06,1006,5
SO928539,2025-08-06,1005,5
SO268670,2025-01-18,1004,3
SO503360,2024-03-06,1008,3
SO885631,2025-11-07,1014,7
SO577545,2023-06-01,1002,3
SO684387,2023-05-15,1005,5
SO867448,2024-01-20,1014,1
SO114752,2025-09-29,1010,2
SO726913,2024-03-23,1008,2
SO754203,2023-03-31,1014,4
SO135211,2024-03-31,1008,5
SO837948,2023-05-27,1014,5
SO917104,2025-01-20,1020,3
SO934258,2025-04-15,1017,5
SO843862,2023-12-04,1017,3
SO579925,2023-05-17,1001,1
SO771210,2023-06-02,1012,4
SO607734,2024-07-28,1002,4
SO176691,2024-04-07,1002,2
SO650555,2024-04-25,1003,4
SO311913,2025-10-07,1006,6
SO260528,2023-02-23,1004,1
SO774034,2024-08-13,1013,1
SO606094,2023-06-17,1008,5
SO956542,2023-09-22,1009,3
SO382388,2025-07-13,1002,2
SO442579,2025-01-23,1016,3
SO321812,2024-01-25,1013,2
SO960597,2025-02-03,1001,2
SO719980,2024-07-28,1008,1
SO692260,2024-05-22,1003,3
SO729885,2024-11-13,1009,5
SO274423,2023-10-10,1020,4
SO346153,2025-07-21,1008,2
SO965172,2023-06-29,1010,3
SO869617,2023-06-25,1014,1
SO299584,2024-01-04,1018,3
SO511772,2025-01-03,1006,2
SO716300,2024-08-10,1020,5
SO944452,2025-03-03,1009,1
SO619742,2024-12-10,1012,5
SO804730,2023-04-30,1015,3
SO925972,2024-11-27,1016,5
SO731725,2023-10-27,1016,3
SO656560,2025-12-30,1005,6
SO878912,2024-02-11,1006,3
SO397216,2025-04-10,1013,1
SO710732,2024-03-19,1011,2
SO575584,2024-01-07,1003,3
SO257052,2023-12-07,1016,5
SO189785,2023-07-10,1010,3
SO462762,2024-08-01,1006,5
SO910133,2024-04-07,1015,5
SO241684,2024-08-22,1009,4
SO425127,2023-06-30,1008,4
SO426167,2024-12-20,1004,2
SO644062,2025-10-24,1009,3
SO158445,2024-10-03,1006,4
SO220997,2024-10-09,1018,6
SO916347,2024-01-26,1010,2
SO411789,2024-05-02,1013,3
SO458182,2025-02-07,1004,2
SO776873,2023-01-01,1009,5
SO491583,2023-05-27,1020,5
SO680981,2024-12-03,1010,2
SO104403,2023-04-01,1014,3
SO834707,2025-05-23,1001,3
SO976619,2025-01-15,1018,4
SO877440,2025-12-13,1015,2
SO862715,2025-08-28,1020,2
SO942332,2023-07-22,1015,2
SO357523,2025-02-12,1008,5
SO144574,2025-11-13,1006,4
SO110983,2023-01-08,1012,3
SO819798,2023-08-31,1018,5
SO697192,2025-08-09,1013,2
SO424690,2024-08-27,1014,3
SO938082,2025-11-30,1003,3
SO501983,2023-01-01,1017,5
SO916864,2025-09-16,1017,4
SO384159,2023-09-29,1005,2
SO312705,2024-08-10,1003,3
SO862946,2023-05-08,1006,5
SO526946,2023-01-16,1016,1
SO284993,2025-08-27,1012,1
SO726933,2024-09-23,1011,5
SO891639,2023-02-15,1013,2
SO302819,2024-07-03,1002,2
SO365658,2024-04-27,1011,4
SO436837,2023-07-03,1004,1
SO150523,2025-04-03,1001,2
SO724488,2024-10-29,1014,6
SO418132,2023-09-21,1006,3
SO966796,2024-04-01,1018,4
SO571207,2025-10-15,1020,6
SO617273,2024-12-31,1008,4
SO201508,2023-11-16,1005,7
SO249727,2025-02-11,1009,1
SO759137,2025-12-22,1003,5
SO535189,2024-07-21,1009,5
SO685309,2023-12-28,1016,5
SO650732,2025-03-19,1019,1
SO748491,2023-07-30,1015,4
SO922476,2025-08-14,1002,1
SO818703,2023-02-13,1015,3
SO143786,2024-12-23,1015,7
SO373541,2023-10-30,1014,6
SO132705,2025-11-10,1013,5
SO930051,2025-05-19,1008,3
SO182905,2024-12-10,1015,6
SO506947,2023-10-18,1015,4
SO466478,2023-01-05,1012,3
SO881143,2023-03-25,1019,3
SO973004,2024-05-30,1013,1
SO546385,2025-02-05,1003,4
SO735568,2025-09-08,1003,4
SO130283,2024-04-13,1012,2
SO217178,2025-10-04,1005,2
SO197842,2024-07-27,1013,4
SO639819,2024-01-13,1003,2
SO562658,2023-06-21,1008,4
SO710471,2024-11-10,1010,5
SO647199,2024-03-03,1005,1
SO905155,2025-10-01,1012,5
SO275042,2025-12-13,1011,5
SO858866,2025-03-17,1005,1
SO612432,2025-08-07,1018,1
SO849835,2025-11-27,1012,7
SO852825,2023-05-25,1005,4
SO296159,2024-05-14,1008,2
SO931919,2023-10-23,1018,2
SO508857,2024-03-29,1007,1
SO610712,2025-04-07,1020,4
SO233923,2025-07-30,1012,1
SO164640,2024-12-04,1008,5
SO131963,2024-02-20,1014,5
SO577154,2023-12-14,1015,5
SO989569,2023-05-27,1007,2
SO944735,2025-11-11,1002,4
SO416876,2025-12-17,1002,3
SO281099,2023-05-07,1009,2
SO801277,2023-03-04,1006,1
SO712473,2024-04-28,1013,4
SO201632,2024-10-05,1015,3
SO238218,2024-01-20,1016,4
SO692529,2024-02-08,1010,3
SO536543,2023-07-29,1020,3
SO485619,2023-11-23,1019,3
SO289522,2023-05-06,1004,4
SO251216,2025-02-05,1005,4
SO973428,2025-11-25,1014,5
SO553988,2024-11-02,1016,5
SO515759,2023-04-03,1016,3
SO887356,2025-02-22,1007,1
SO553613,2023-10-31,1006,2
SO189538,2023-03-10,1008,2
SO154629,2024-01-04,1020,1
SO242612,2023-02-08,1017,4
SO527299,2024-01-03,1002,1
SO765849,2023-11-24,1020,7
SO314958,2024-11-22,1005,6
SO858411,2025-05-11,1020,4
SO143264,2025-09-20,1018,3
SO657040,2024-11-06,1010,2
SO323071,2023-11-18,1006,6
SO450875,2024-09-20,1010,4
SO837691,2023-05-19,1019,1
SO680232,2024-02-14,1013,2
SO770755,2024-11-18,1005,4
SO410359,2023-08-22,1004,5
SO462834,2024-11-08,1017,6
SO202049,2023-05-19,1020,1
SO253724,2025-07-11,1001,1
SO766196,2023-02-12,1013,2
SO503051,2025-04-20,1002,2
SO406774,2025-11-21,1001,4
SO196442,2023-01-20,1019,5
SO303175,2024-10-13,1013,6
SO229179,2023-08-25,1019,3
SO725000,2025-12-16,1006,6
SO415609,2023-07-14,1007,5
SO909501,2025-11-28,1011,2
SO824797,2025-04-11,1003,2
SO349274,2025-06-17,1015,2
SO809116,2023-11-20,1003,2
SO184640,2025-07-18,1011,3
SO540364,2025-02-01,1008,4
SO368890,2025-03-17,1007,5
SO303251,2025-08-02,1006,3
SO471117,2023-01-31,1015,1
SO263073,2023-06-25,1011,2
SO645157,2025-03-01,1018,1
SO738314,2024-04-22,1015,1
SO163141,2023-01-20,1004,2
SO811494,2023-05-14,1012,5
SO916828,2024-06-08,1005,2
SO619095,2024-03-02,1007,1
SO823713,2025-07-15,1005,2
SO683631,2025-11-23,1004,4
SO883332,2025-08-30,1012,4
SO367752,2025-08-12,1017,4
SO537371,2024-03-01,1009,3
SO830363,2025-08-01,1019,3
SO987385,2024-02-18,1020,4
SO712362,2023-01-02,1004,2
SO864913,2023-11-25,1007,7
SO132264,2025-02-27,1010,1
SO173737,2024-11-26,1013,6
SO640503,2023-01-01,1009,3
SO556485,2024-01-12,1012,3
SO386390,2025-10-08,1019,4
SO253547,2024-01-08,1012,2
SO299768,2025-10-16,1010,2
